spectrum,pred_z,Best_class,Best_prob,Ia_prob,Ibc_prob,II_prob,SL_prob,Non_prob,Other_prob,Classifier
ellipticalIa_Smag18.453Gmag22.099z0.02175texp40.102.txt,0.0226,Ia,0.9999999992016526,0.9999999992016526,5.390462338340702e-10,0.0,0.0,0.0,2.5930104326991336e-10,DASH
sbIb_Smag19.186Gmag19.819z0.069973texp20.022_binned.txt,0.0226,II,0.44607619908784796,0.0,0.11097749229226588,0.44607619908784796,0.11057001366249547,0.2217591056504651,0.11061718930692557,NGSF
ellipticalIa_Smag18.453Gmag22.099z0.02175texp40.102,0.0226,Ia,0.8381742738589212,0.8381742738589212,0.035961272475795295,0.06639004149377593,0.0,0.0,0.059474412171507604,SNID
