spectrum,pred_z,Best_class,Best_prob,Ia_prob,Ibc_prob,II_prob,SL_prob,Non_prob,Other_prob,Classifier
ellipticalIa_Smag18.453Gmag22.099z0.02175texp40.102.txt,0.0226,Ia,0.9999999992016526,0.9999999992016526,5.390462338340702e-10,0.0,0.0,0.0,2.5930104326991336e-10,DASH
