spectrum,pred_z,Best_class,Best_prob,Ia_prob,Ibc_prob,II_prob,SL_prob,Non_prob,Other_prob,Classifier
ellipticalIa_Smag18.453Gmag22.099z0.02175texp40.102,0.0226,Ia,0.8381742738589212,0.8381742738589212,0.035961272475795295,0.06639004149377593,0.0,0.0,0.059474412171507604,SNID
