spectrum,pred_z,Best_class,Best_prob,Ia_prob,Ibc_prob,II_prob,SL_prob,Non_prob,Other_prob,Classifier
sbIb_Smag19.186Gmag19.819z0.069973texp20.022_binned.txt,0.0226,II,0.44607619908784796,0.0,0.11097749229226588,0.44607619908784796,0.11057001366249547,0.2217591056504651,0.11061718930692557,NGSF
